leg_group_id,network_id,from_area_id,to_area_id,fare_product_id
free_service,free_ride_service,local_fare_zone,free_service,free_mall_ride
non_airport_fare,free_ride_service,local_fare_zone,free_service,three_hour
non_airport_fare,free_ride_service,local_fare_zone,free_service,three_hour
free_service,free_ride_service,local_fare_zone,free_service,free_metro_ride
free_service,free_ride_service,local_fare_zone,free_service,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,free_service,three_hour
free_service,free_ride_service,local_fare_zone,free_service,free_mall_ride
free_service,free_ride_service,local_fare_zone,free_service,free_mall_ride
free_service,free_ride_service,local_fare_zone,free_service,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,free_service,three_hour
free_service,free_ride_service,local_fare_zone,free_service,free_mall_ride
free_service,free_ride_service,local_fare_zone,free_service,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,free_service,three_hour
free_service,free_ride_service,local_fare_zone,free_service,free_mall_ride
free_service,free_ride_service,local_fare_zone,free_service,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,free_service,three_hour
free_service,free_ride_service,local_fare_zone,free_service,free_mall_ride
free_service,free_ride_service,local_fare_zone,free_service,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,free_service,three_hour
free_service,free_ride_service,local_fare_zone,free_service,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,local_fare_zone,three_hour
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,local_fare_zone,three_hour
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_mall_ride
non_airport_fare,free_ride_service,local_fare_zone,local_fare_zone,three_hour
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,local_fare_zone,three_hour
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_metro_ride
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,local_fare_zone,three_hour
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_metro_ride
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_mall_ride
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_mall_ride
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_mall_ride
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_mall_ride
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,local_fare_zone,three_hour
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_mall_ride
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_mall_ride
free_service,free_ride_service,local_fare_zone,local_fare_zone,free_metro_ride
non_airport_fare,free_ride_service,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,airport_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,free_service,free_service,three_hour
non_airport_fare,standard_fare_network,free_service,free_service,three_hour
non_airport_fare,standard_fare_network,free_service,free_service,three_hour
non_airport_fare,standard_fare_network,free_service,free_service,three_hour
non_airport_fare,standard_fare_network,free_service,free_service,three_hour
non_airport_fare,standard_fare_network,free_service,free_service,three_hour
non_airport_fare,standard_fare_network,free_service,free_service,three_hour
non_airport_fare,standard_fare_network,free_service,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,free_service,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,free_service,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,free_service,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,free_service,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,free_service,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,free_service,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,airport_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,free_service,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,free_service,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,free_service,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,free_service,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,free_service,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,free_service,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,free_service,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
non_airport_fare,standard_fare_network,local_fare_zone,local_fare_zone,three_hour
